,Price Range,Cuisine Style,URL_TA,Number of Reviews
241,$$ - $$$,"['Romana', 'Lazio', 'Central-Italian']",/Restaurant_Review-g187849-d1226617-Reviews-De_Pasajo_Dal_Marchigiano-Milan_Lombardy.html,378.0
242,,,/Restaurant_Review-g274873-d8602510-Reviews-Tombstone_Saloon-Ljubljana_Upper_Carniola_Region.html,1.0
244,$$ - $$$,"['European', 'Central European', 'Hungarian']",/Restaurant_Review-g274887-d3685490-Reviews-Felix_Helix-Budapest_Central_Hungary.html,39.0
246,$,,/Restaurant_Review-g187147-d10478105-Reviews-Pacha_Kebab-Paris_Ile_de_France.html,10.0
248,$$ - $$$,"['German', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d7211474-Reviews-Horst_Esskultur_Bar-Munich_Upper_Bavaria_Bavaria.html,26.0
249,$$ - $$$,"['Cafe', 'Deli', 'Swedish']",/Restaurant_Review-g189852-d3529487-Reviews-Albert_Jack_s-Stockholm.html,40.0
250,,,/Restaurant_Review-g186605-d5812483-Reviews-Excellent_Chinese_Take_Away-Dublin_County_Dublin.html,3.0
251,$$ - $$$,"['Bar', 'Mediterranean', 'Greek']",/Restaurant_Review-g189400-d11951673-Reviews-Melitis-Athens_Attica.html,23.0
252,,,/Restaurant_Review-g274856-d12404527-Reviews-Sajgon_Smaki_Azji-Warsaw_Mazovia_Province_Central_Poland.html,5.0
253,,,/Restaurant_Review-g189400-d8810157-Reviews-Athens_Attica.html,5.0
254,$$$$,,/Restaurant_Review-g187497-d1153049-Reviews-Anfiteatro-Barcelona_Catalonia.html,47.0
255,,"['European', 'Czech']",/Restaurant_Review-g274707-d5308351-Reviews-Bowling_u_Pekare-Prague_Bohemia.html,5.0
256,$$ - $$$,,/Restaurant_Review-g189852-d1099621-Reviews-Nyfiken_Gul-Stockholm.html,29.0
257,,,/Restaurant_Review-g189852-d7160467-Reviews-Due_Piani-Stockholm.html,1.0
258,$$ - $$$,"['Indian', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d13139047-Reviews-Welcome_India-Paris_Ile_de_France.html,16.0
259,,,/Restaurant_Review-g187514-d11812785-Reviews-Restaurante_La_Brasa-Madrid.html,1.0
260,$,"['Quick Bites', 'Cafe']",/Restaurant_Review-g186338-d7850012-Reviews-Temptations_Cafe-London_England.html,11.0
261,,,/Restaurant_Review-g186338-d12709936-Reviews-Milletti_s_Cafe-London_England.html,4.0
262,$$ - $$$,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d11958324-Reviews-Milano-Dublin_County_Dublin.html,169.0
263,$$ - $$$,"['Asian', 'Thai']",/Restaurant_Review-g187147-d12571607-Reviews-John_Weng-Paris_Ile_de_France.html,48.0
264,$$ - $$$,,/Restaurant_Review-g186338-d10076062-Reviews-Michael_Van_Clarke-London_England.html,9.0
265,$,"['Bakeries', 'Pakistani', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d7599401-Reviews-Al_Kareem-London_England.html,25.0
268,,,/Restaurant_Review-g1080938-d4191913-Reviews-Le_Venezia-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0
270,$,"['French', 'Contemporary']",/Restaurant_Review-g187265-d4492506-Reviews-Les_petites_serviettes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,20.0
271,$,,/Restaurant_Review-g274707-d11799782-Reviews-Vistar_fast_food-Prague_Bohemia.html,4.0
272,$,"['Asian', 'Vietnamese']",/Restaurant_Review-g188590-d10488130-Reviews-Viet_View-Amsterdam_North_Holland_Province.html,12.0
273,$$ - $$$,,/Restaurant_Review-g187514-d5971427-Reviews-Yate_de_Vigo-Madrid.html,13.0
274,$$ - $$$,"['Cafe', 'European', 'Scandinavian']",/Restaurant_Review-g189541-d10811036-Reviews-Honen_Aegget-Copenhagen_Zealand.html,29.0
275,$$ - $$$,"['Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d5506292-Reviews-Balducci_Gastronomiegesellschaft-Hamburg.html,28.0
276,$$ - $$$,,/Restaurant_Review-g1974645-d12164454-Reviews-Restaurant_Don_Pedro_1951-Meyrin_Geneva.html,30.0
277,$,,/Restaurant_Review-g187323-d7772581-Reviews-Falafel_Aladdin-Berlin.html,12.0
278,,,/Restaurant_Review-g186338-d5122657-Reviews-Diamond_Chicken_Pizza-London_England.html,6.0
279,$,"['European', 'Czech']",/Restaurant_Review-g274707-d4768668-Reviews-Na_Louzi-Prague_Bohemia.html,8.0
280,,,/Restaurant_Review-g186338-d10686851-Reviews-Umi_Sushi_Bar-London_England.html,8.0
281,,,/Restaurant_Review-g187323-d7189024-Reviews-Ristorante_Rosario-Berlin.html,7.0
282,,,/Restaurant_Review-g187331-d11871901-Reviews-Mai_Mai-Hamburg.html,2.0
283,$$ - $$$,,/Restaurant_Review-g187147-d1327141-Reviews-Amareto-Paris_Ile_de_France.html,27.0
285,$$ - $$$,"['French', 'Swiss', 'European']",/Restaurant_Review-g188057-d8414125-Reviews-Platane_Bar_Restaurant-Geneva.html,18.0
286,$$ - $$$,"['French', 'Bar', 'Pub']",/Restaurant_Review-g187265-d13279636-Reviews-L_autre_monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,65.0
287,$,"['Lebanese', 'Moroccan', 'Mediterranean']",/Restaurant_Review-g187323-d5522002-Reviews-Bistro_Fadi-Berlin.html,7.0
289,,,/Restaurant_Review-g188590-d7787852-Reviews-Gyroswagen-Amsterdam_North_Holland_Province.html,1.0
290,$$ - $$$,"['Quick Bites', 'Chinese', 'Fast Food']",/Restaurant_Review-g186338-d10201077-Reviews-H2U-London_England.html,13.0
292,,,/Restaurant_Review-g187514-d9742180-Reviews-Restaurante_Y_Al_Vino_al_Vino-Madrid.html,29.0
293,$$ - $$$,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g186338-d12452377-Reviews-Bella_Italia-London_England.html,481.0
295,,,/Restaurant_Review-g274856-d11793939-Reviews-Kawiarnia_Amatorska-Warsaw_Mazovia_Province_Central_Poland.html,8.0
296,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187497-d8808859-Reviews-Mikawa_Restaurant_Japones-Barcelona_Catalonia.html,31.0
297,,,/Restaurant_Review-g187147-d4091909-Reviews-Le_Maine_Parnasse-Paris_Ile_de_France.html,22.0
299,,"['European', 'Portuguese']",/Restaurant_Review-g188590-d10467094-Reviews-A_Loja-Amsterdam_North_Holland_Province.html,3.0
300,,"['Grill', 'Pub']",/Restaurant_Review-g186338-d1044726-Reviews-Toad_in_the_Hole-London_England.html,2.0
301,,,/Restaurant_Review-g190454-d12233546-Reviews-Marktwirtschaft-Vienna.html,2.0
302,,,/Restaurant_Review-g187497-d11911250-Reviews-Joan_s-Barcelona_Catalonia.html,2.0
304,,,/Restaurant_Review-g187147-d7147205-Reviews-Le_Delly_s_de_Jaures-Paris_Ile_de_France.html,4.0
305,,,/Restaurant_Review-g187323-d7966501-Reviews-Cafe_Seidenfaden-Berlin.html,3.0
306,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186525-d10146454-Reviews-The_Space-Edinburgh_Scotland.html,28.0
307,,"['Bakeries', 'International']",/Restaurant_Review-g187514-d10041332-Reviews-Fiorella_Cakes-Madrid.html,5.0
308,,"['Chinese', 'Vietnamese']",/Restaurant_Review-g188113-d6620235-Reviews-Mai_Wok-Zurich.html,4.0
309,,,/Restaurant_Review-g186338-d8853180-Reviews-Canaan_Restaurant-London_England.html,3.0
310,$$ - $$$,,/Restaurant_Review-g187265-d9456607-Reviews-La_Barque_Bleue-Lyon_Rhone_Auvergne_Rhone_Alpes.html,61.0
311,,,/Restaurant_Review-g188057-d12414220-Reviews-Restaurant_de_la_Queue_d_Arve-Geneva.html,6.0
313,,,/Restaurant_Review-g189400-d12883544-Reviews-To_Kafenedaki_tou_Kipou-Athens_Attica.html,11.0
314,$$ - $$$,,/Restaurant_Review-g187147-d7132084-Reviews-Deb_Peabody-Paris_Ile_de_France.html,6.0
315,,,/Restaurant_Review-g187147-d11766630-Reviews-Domino_s-Paris_Ile_de_France.html,7.0
316,,,/Restaurant_Review-g274707-d9745343-Reviews-Chlebicek_Store_Vegan_Deli-Prague_Bohemia.html,12.0
317,$$ - $$$,,/Restaurant_Review-g806262-d10301071-Reviews-Bodenhoff-Frederiksberg_Copenhagen_Zealand.html,15.0
318,,"['Italian', 'Pizza']",/Restaurant_Review-g274856-d6673365-Reviews-Da_Grasso_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html,12.0
319,$$ - $$$,,/Restaurant_Review-g187323-d7360304-Reviews-Cafe_Mavera-Berlin.html,11.0
320,,,/Restaurant_Review-g186605-d2190085-Reviews-Fusco_s_Takeaway-Dublin_County_Dublin.html,4.0
321,$,"['Italian', 'Spanish', 'Argentinean']",/Restaurant_Review-g187514-d8362902-Reviews-Lemme_s-Madrid.html,29.0
322,,,/Restaurant_Review-g187331-d4553147-Reviews-Molly_Malone-Hamburg.html,5.0
323,,,/Restaurant_Review-g186338-d12966435-Reviews-Bang_Bang_Chicken-London_England.html,12.0
324,,,/Restaurant_Review-g188644-d7205059-Reviews-Au_Delice-Brussels.html,6.0
325,,,/Restaurant_Review-g187331-d938657-Reviews-Goldener_Engel-Hamburg.html,7.0
326,,,/Restaurant_Review-g4346525-d11812573-Reviews-L_Espresso-Vernier_Geneva.html,6.0
327,,,/Restaurant_Review-g189852-d10789401-Reviews-Femtopia-Stockholm.html,4.0
328,$$ - $$$,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly']",/Restaurant_Review-g189852-d12335302-Reviews-Litani-Stockholm.html,21.0
329,,,/Restaurant_Review-g187147-d8435433-Reviews-Chammie-Paris_Ile_de_France.html,5.0
330,,,/Restaurant_Review-g187147-d7949496-Reviews-Debo_Gato-Paris_Ile_de_France.html,5.0
331,,,/Restaurant_Review-g187147-d5262205-Reviews-Le_Panoramique_Concorde_Atlantique_Restaurant-Paris_Ile_de_France.html,17.0
332,,,/Restaurant_Review-g186338-d6224819-Reviews-Brimsdown_Grill_Pizza-London_England.html,1.0
333,,,/Restaurant_Review-g187323-d5511542-Reviews-Ital_Snack-Berlin.html,3.0
334,,"['Fast Food', 'Halal']",/Restaurant_Review-g186338-d7274076-Reviews-Original_Perfect-London_England.html,1.0
335,,,/Restaurant_Review-g186338-d3367014-Reviews-Cafe_Nova-London_England.html,1.0
337,,,/Restaurant_Review-g187514-d5884421-Reviews-Bar_Restaurante_Rio_Sorbe-Madrid.html,4.0
338,,"['American', 'Fast Food']",/Restaurant_Review-g186338-d11783344-Reviews-McDonald_s-London_England.html,11.0
339,$$ - $$$,"['European', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d8788057-Reviews-Jean_Claude_s_Bistro_Weinbar-Munich_Upper_Bavaria_Bavaria.html,18.0
340,,,/Restaurant_Review-g186605-d12061819-Reviews-Nolan_s_Supermarket-Dublin_County_Dublin.html,8.0
342,,,/Restaurant_Review-g187514-d12395922-Reviews-Caffe_Barocco-Madrid.html,1.0
343,,,/Restaurant_Review-g187147-d1905070-Reviews-Le_Rendez_Vous_des_Vignerons-Paris_Ile_de_France.html,8.0
344,,,/Restaurant_Review-g187147-d2283070-Reviews-Au_Curry_Village-Paris_Ile_de_France.html,3.0
345,,,/Restaurant_Review-g186338-d8397457-Reviews-Suchef_Chancery_Lane-London_England.html,5.0
346,,,/Restaurant_Review-g187323-d12393437-Reviews-ULT_Ramen-Berlin.html,6.0
347,,,/Restaurant_Review-g187147-d6652756-Reviews-Barouge-Paris_Ile_de_France.html,2.0
348,,,/Restaurant_Review-g188590-d7045726-Reviews-Made_in_Sud-Amsterdam_North_Holland_Province.html,1.0
349,$,"['Italian', 'Fast Food', 'Emilian']",/Restaurant_Review-g187791-d9750236-Reviews-La_Piadineria-Rome_Lazio.html,23.0
350,,,/Restaurant_Review-g187147-d9788399-Reviews-Cafe_Bar_21-Paris_Ile_de_France.html,17.0
351,,,/Restaurant_Review-g189541-d13125687-Reviews-Paleo_Waterfront_Shopping-Copenhagen_Zealand.html,6.0
352,,,/Restaurant_Review-g187323-d11945680-Reviews-La_cena-Berlin.html,7.0
353,,,/Restaurant_Review-g189934-d5617497-Reviews-Kirstin_Keidas-Helsinki_Uusimaa.html,1.0
354,$,"['Italian', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187791-d8338380-Reviews-Gino_Bar-Rome_Lazio.html,19.0
356,,,/Restaurant_Review-g186605-d13284579-Reviews-Cumiskeys_41_Upper_Dominick_Street_Broadstone_Dublin_7-Dublin_County_Dublin.html,5.0
357,,,/Restaurant_Review-g187147-d11721981-Reviews-Hi_Foods-Paris_Ile_de_France.html,2.0
358,$,,/Restaurant_Review-g187309-d2146131-Reviews-Wienerwald-Munich_Upper_Bavaria_Bavaria.html,45.0
359,$,"['Italian', 'Pizza']",/Restaurant_Review-g187791-d12535679-Reviews-Pizzeria_Lo_Sfizio_2_da_Enrico-Rome_Lazio.html,9.0
360,$$ - $$$,"['European', 'Czech']",/Restaurant_Review-g274707-d12789180-Reviews-Pivovar_Bubenec-Prague_Bohemia.html,11.0
361,,,/Restaurant_Review-g187309-d2690863-Reviews-Han_She-Munich_Upper_Bavaria_Bavaria.html,6.0
362,$,"['Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g187147-d5850350-Reviews-AVESTA_RESTAURANT-Paris_Ile_de_France.html,34.0
364,,,/Restaurant_Review-g187331-d5981992-Reviews-Refugium-Hamburg.html,0.0
367,,,/Restaurant_Review-g187497-d9798152-Reviews-Bar_Ket-Barcelona_Catalonia.html,4.0
368,$$ - $$$,"['Bar', 'Pub']",/Restaurant_Review-g187265-d12950509-Reviews-Bar_des_Oliviers-Lyon_Rhone_Auvergne_Rhone_Alpes.html,7.0
369,$,"['Cafe', 'Pub', 'Gastropub']",/Restaurant_Review-g190454-d13239000-Reviews-Trzesniewski-Vienna.html,21.0
370,,"['Fast Food', 'Pub', 'Portuguese']",/Restaurant_Review-g189158-d13003137-Reviews-Hamburgueria_Portuguesa-Lisbon_Lisbon_District_Central_Portugal.html,11.0
371,,,/Restaurant_Review-g950777-d10467958-Reviews-L_Imperial-Anderlecht_Brussels.html,3.0
372,,,/Restaurant_Review-g186338-d4470803-Reviews-Lost_Found_Bar-London_England.html,20.0
373,$$ - $$$,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g274707-d11809877-Reviews-EatWell-Prague_Bohemia.html,26.0
374,$$ - $$$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g188644-d13504772-Reviews-Fico-Brussels.html,54.0
375,,"['Sushi', 'Thai']",/Restaurant_Review-g187331-d12567561-Reviews-Asiahub-Hamburg.html,4.0
376,,,/Restaurant_Review-g187514-d8462263-Reviews-La_Panoteca-Madrid.html,13.0
377,$,"['Fast Food', 'Spanish']",/Restaurant_Review-g187497-d1411212-Reviews-Frankfurt_Montcada-Barcelona_Catalonia.html,23.0
378,,,/Restaurant_Review-g274707-d4768930-Reviews-U_Rusu-Prague_Bohemia.html,2.0
379,,"['Sushi', 'Asian']",/Restaurant_Review-g190454-d4507301-Reviews-Noodle_King-Vienna.html,11.0
380,,,/Restaurant_Review-g186338-d4923344-Reviews-Artemis_Kebab-London_England.html,6.0
381,$,"['Chinese', 'Seafood', 'Asian']",/Restaurant_Review-g187791-d3729312-Reviews-Prosperita-Rome_Lazio.html,50.0
382,$,"['Asian', 'Thai']",/Restaurant_Review-g190454-d8482195-Reviews-Jun_Thai_Imbiss-Vienna.html,13.0
383,$$ - $$$,"['Seafood', 'European', 'Scandinavian']",/Restaurant_Review-g190479-d3384860-Reviews-Gressholmen_Kro-Oslo_Eastern_Norway.html,44.0
384,,,/Restaurant_Review-g186338-d4919421-Reviews-Subway-London_England.html,3.0
385,$,"['French', 'Healthy', 'Soups']",/Restaurant_Review-g187147-d4006807-Reviews-Les_Jardins_d_Epicure-Paris_Ile_de_France.html,21.0
386,,,/Restaurant_Review-g186338-d10553180-Reviews-Itsu-London_England.html,8.0
387,,"['European', 'Czech']",/Restaurant_Review-g274707-d7124407-Reviews-Hostinec_Slavikova-Prague_Bohemia.html,1.0
388,,,/Restaurant_Review-g274707-d9740773-Reviews-JamCafe-Prague_Bohemia.html,3.0
389,$$ - $$$,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g187514-d3982546-Reviews-Piccolina-Madrid.html,52.0
390,$$ - $$$,"['German', 'Cafe', 'European']",/Restaurant_Review-g187323-d8601922-Reviews-You_re_Welcome-Berlin.html,42.0
391,,,/Restaurant_Review-g187497-d717321-Reviews-Leticia-Barcelona_Catalonia.html,1.0
392,,,/Restaurant_Review-g187309-d5852650-Reviews-Eisblute-Munich_Upper_Bavaria_Bavaria.html,5.0
393,,,/Restaurant_Review-g187514-d6716194-Reviews-Cafeteria_Osine-Madrid.html,6.0
394,,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d4002138-Reviews-Acton_Park_Cafe-London_England.html,19.0
395,,,/Restaurant_Review-g187514-d10980877-Reviews-Heladerias_Conico-Madrid.html,3.0
396,$$ - $$$,"['French', 'Moroccan', 'Mediterranean']",/Restaurant_Review-g187147-d4090317-Reviews-Bar_Le_Palais_Restaurant-Paris_Ile_de_France.html,14.0
397,,"['Quick Bites', 'Cafe']",/Restaurant_Review-g186338-d5244283-Reviews-Wilton_Way_Cafe-London_England.html,15.0
398,,"['Bar', 'Pub']",/Restaurant_Review-g187331-d8530236-Reviews-Generation_Bar-Hamburg.html,13.0
399,,"['Seafood', 'Mediterranean']",/Restaurant_Review-g187497-d7322354-Reviews-Vamos_de_Tapeo-Barcelona_Catalonia.html,5.0
400,,,/Restaurant_Review-g186338-d733242-Reviews-Film_Cafe-London_England.html,14.0
401,$$ - $$$,"['German', 'Bar', 'Cafe']",/Restaurant_Review-g187331-d1039025-Reviews-Bundt_s_Gartenrestaurant-Hamburg.html,13.0
402,,,/Restaurant_Review-g186605-d9791357-Reviews-Staple_Foods-Dublin_County_Dublin.html,10.0
403,,,/Restaurant_Review-g187147-d2010970-Reviews-Il_Cinquantatre-Paris_Ile_de_France.html,11.0
404,$$ - $$$,"['Quick Bites', 'Cafe']",/Restaurant_Review-g186525-d12025919-Reviews-Costa_Coffee-Edinburgh_Scotland.html,11.0
405,,,/Restaurant_Review-g186525-d2507688-Reviews-Bonita_s-Edinburgh_Scotland.html,2.0
407,,,/Restaurant_Review-g189180-d1381899-Reviews-Boca_do_Lobo-Porto_Porto_District_Northern_Portugal.html,3.0
408,,,/Restaurant_Review-g187147-d12322498-Reviews-Maison_Landemaine-Paris_Ile_de_France.html,10.0
409,,,/Restaurant_Review-g274856-d12430027-Reviews-Skoro_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,21.0
410,,,/Restaurant_Review-g187265-d5981575-Reviews-Mezzo_Di_Pasta-Lyon_Rhone_Auvergne_Rhone_Alpes.html,16.0
411,$,"['Mediterranean', 'Turkish', 'Middle Eastern']",/Restaurant_Review-g1891930-d7681774-Reviews-Divan-Saint_Josse_ten_Noode_Brussels.html,18.0
412,$$ - $$$,"['Fast Food', 'Spanish']",/Restaurant_Review-g187497-d10735138-Reviews-Frank4-Barcelona_Catalonia.html,40.0
413,,"['Dutch', 'European']",/Restaurant_Review-g188590-d9999347-Reviews-SchatjePatatje-Amsterdam_North_Holland_Province.html,12.0
414,,,/Restaurant_Review-g187514-d6380666-Reviews-For_Love_Live_Music_Restaurant-Madrid.html,1.0
415,$$ - $$$,"['Asian', 'Fusion', 'Diner']",/Restaurant_Review-g186338-d12862570-Reviews-Freak_Scene-London_England.html,99.0
417,,,/Restaurant_Review-g187514-d7304447-Reviews-Bar_de_Copas_100_Gaviotas-Madrid.html,25.0
419,$$ - $$$,,/Restaurant_Review-g187514-d7349508-Reviews-Cerveceria_El_Valle_Hermoso-Madrid.html,11.0
420,$$ - $$$,"['Chinese', 'Japanese', 'Sushi']",/Restaurant_Review-g187849-d1012032-Reviews-Cizru-Milan_Lombardy.html,109.0
421,$,"['German', 'Diner', 'Vegetarian Friendly']",/Restaurant_Review-g187331-d5510425-Reviews-Schweinske_am_Stadtpark-Hamburg.html,38.0
424,$,,/Restaurant_Review-g187147-d8393660-Reviews-Anticafe_Olympiades-Paris_Ile_de_France.html,16.0
425,$,"['Asian', 'Vietnamese']",/Restaurant_Review-g189934-d11909498-Reviews-Asian_Aroma-Helsinki_Uusimaa.html,10.0
426,$,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187497-d11444792-Reviews-Brooklyn_Cafe-Barcelona_Catalonia.html,44.0
427,$,"['Italian', 'Bar', 'Pub']",/Restaurant_Review-g187849-d11964473-Reviews-Shatar_Pub-Milan_Lombardy.html,46.0
428,,"['Thai', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d1043864-Reviews-Ayudhya-London_England.html,17.0
429,$$ - $$$,,/Restaurant_Review-g187514-d9737054-Reviews-Bianco_Cafe-Madrid.html,12.0
431,$,,/Restaurant_Review-g187514-d12216087-Reviews-Bar_Dominguez-Madrid.html,12.0
432,$,"['Specialty Food Market', 'Italian', 'Pizza']",/Restaurant_Review-g187791-d12907448-Reviews-Celiachiamo-Rome_Lazio.html,38.0
433,$,,/Restaurant_Review-g186338-d7045483-Reviews-Pod-London_England.html,16.0
434,,"['European', 'Czech']",/Restaurant_Review-g274707-d7246396-Reviews-Cerveny_Trpaslik-Prague_Bohemia.html,5.0
436,,,/Restaurant_Review-g187331-d13133990-Reviews-Monsieur_Alfon_s-Hamburg.html,14.0
437,$$ - $$$,"['Fusion', 'Middle Eastern', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d12967102-Reviews-Villa_Mama_s-London_England.html,88.0
438,$,,/Restaurant_Review-g187514-d7906376-Reviews-Emyfa_Arturo_Soria-Madrid.html,16.0
439,,,/Restaurant_Review-g189400-d12172437-Reviews-Marios-Athens_Attica.html,13.0
440,,,/Restaurant_Review-g187514-d4138226-Reviews-Meson_Asturiano-Madrid.html,7.0
441,$,"['French', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g187265-d8336708-Reviews-Jumble-Lyon_Rhone_Auvergne_Rhone_Alpes.html,149.0
443,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d8471958-Reviews-Alfacinha-Lisbon_Lisbon_District_Central_Portugal.html,10.0
444,,,/Restaurant_Review-g188644-d1945827-Reviews-La_Casa_del_Popolo-Brussels.html,3.0
445,,,/Restaurant_Review-g187147-d6986251-Reviews-Hotel_Restaurant_Le_Chene_Vert-Paris_Ile_de_France.html,1.0
446,,,/Restaurant_Review-g274856-d12170190-Reviews-Honest-Warsaw_Mazovia_Province_Central_Poland.html,7.0
447,,,/Restaurant_Review-g274707-d7123548-Reviews-Pc_Coffee_Grill-Prague_Bohemia.html,1.0
448,,,/Restaurant_Review-g274707-d4768750-Reviews-Prato-Prague_Bohemia.html,8.0
449,,,/Restaurant_Review-g189158-d2660129-Reviews-Miro_Douro-Lisbon_Lisbon_District_Central_Portugal.html,5.0
450,$$ - $$$,,/Restaurant_Review-g187849-d8333948-Reviews-Comptoire_de_France-Milan_Lombardy.html,11.0
451,,,/Restaurant_Review-g188644-d7284551-Reviews-Remain_Zen-Brussels.html,2.0
452,,,/Restaurant_Review-g274887-d6922185-Reviews-Bier_Lak-Budapest_Central_Hungary.html,10.0
453,$,"['French', 'Cafe', 'Fast Food']",/Restaurant_Review-g187147-d11768556-Reviews-Farinez_Vous_Boulangerie_Artisanale_et_Solidaire-Paris_Ile_de_France.html,10.0
454,,"['Mediterranean', 'European']",/Restaurant_Review-g188057-d1044850-Reviews-L_Arrosoir-Geneva.html,1.0
455,,,/Restaurant_Review-g186338-d4924764-Reviews-Subway-London_England.html,12.0
456,$$ - $$$,"['European', 'Czech', 'Eastern European']",/Restaurant_Review-g274707-d11916139-Reviews-U_Blahu_Restaurant-Prague_Bohemia.html,39.0
457,,,/Restaurant_Review-g187497-d7181204-Reviews-Ricas_Tapas_Engracia-Barcelona_Catalonia.html,4.0
458,$$ - $$$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d11711074-Reviews-Turim_Restauradores_Hotel-Lisbon_Lisbon_District_Central_Portugal.html,18.0
460,,,/Restaurant_Review-g187849-d8339780-Reviews-Caffe_Il_Moro-Milan_Lombardy.html,4.0
461,,,/Restaurant_Review-g186338-d5997013-Reviews-Bangla_Oven-London_England.html,2.0
462,$,"['Polish', 'European']",/Restaurant_Review-g274772-d10872699-Reviews-Camino-Krakow_Lesser_Poland_Province_Southern_Poland.html,21.0
